"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Small Worlds.nlogo"
"vary-rewiring-probability"
"05/21/2024 17:14:12:169 +0900"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-17","17","-17","17"
"[run number]","rewiring-probability","[step]","average-path-length","clustering-coefficient"
"156","0.1551","1","4.780202020202021","0.35499999999999987"
"157","0.1561","1","4.295555555555556","0.30933333333333324"
"159","0.1581","1","4.458787878787879","0.3120952380952379"
"158","0.1571","1","4.222020202020202","0.26328571428571435"
"155","0.1541","1","4.1983838383838386","0.27233333333333326"
"160","0.1591","1","4.237171717171718","0.311952380952381"
"162","0.1611","1","4.556363636363637","0.3116666666666666"
"163","0.1621","1","4.331717171717171","0.2939523809523809"
"161","0.1601","1","4.268686868686869","0.3060606060606061"
"165","0.1641","1","4.412121212121212","0.29328571428571437"
"164","0.1631","1","4.207272727272727","0.29038095238095224"
"166","0.1651","1","4.224040404040404","0.29509523809523797"
"168","0.1671","1","4.464848484848485","0.3129999999999999"
"167","0.1661","1","4.094747474747475","0.2750952380952381"
"171","0.1701","1","4.3016161616161614","0.3029999999999999"
"170","0.1691","1","4.267474747474748","0.29833333333333323"
"169","0.1681","1","4.167676767676768","0.28333333333333327"
"174","0.1731","1","4.123030303030303","0.2730000000000001"
"172","0.1711","1","4.312929292929293","0.29380952380952374"
"175","0.1741","1","4.421010101010101","0.28661904761904755"
"173","0.1721","1","4.467272727272727","0.28299999999999986"
"176","0.1751","1","4.15030303030303","0.29033333333333344"
"177","0.1761","1","4.214545454545455","0.2896666666666666"
"178","0.1771","1","4.390303030303031","0.29276190476190467"
"179","0.1781","1","4.2155555555555555","0.25695238095238093"
"181","0.1801","1","4.767070707070707","0.3600000000000001"
"180","0.1791","1","4.364848484848485","0.31500000000000006"
"182","0.1811","1","4.156969696969697","0.2663333333333334"
"183","0.1821","1","4.233737373737374","0.2939999999999999"
"185","0.1841","1","4.285454545454545","0.27003367003367007"
"184","0.1831","1","4.172929292929293","0.30195238095238097"
"186","0.1851","1","4.31979797979798","0.3066666666666666"
"187","0.1861","1","4.7002020202020205","0.33866666666666667"
"188","0.1871","1","4.347676767676767","0.3023333333333333"
"189","0.1881","1","4.50080808080808","0.3289999999999999"
"192","0.1911","1","4.291111111111111","0.28433333333333327"
"191","0.1901","1","4.225252525252525","0.27119047619047615"
"190","0.1891","1","4.131515151515152","0.2664742664742664"
"193","0.1921","1","4.048080808080808","0.29066666666666663"
"194","0.1931","1","4.318383838383839","0.2563333333333333"
"195","0.1941","1","4.092121212121212","0.27561904761904765"
"197","0.1961","1","4.231919191919192","0.2513333333333334"
"198","0.1971","1","4.136565656565657","0.2963333333333333"
"196","0.1951","1","3.942020202020202","0.2093333333333333"
"199","0.1981","1","4.229494949494949","0.2916666666666666"
"200","0.1991","1","4.096565656565657","0.268"
"202","0.2011","1","4.264848484848485","0.305047619047619"
"203","0.2021","1","4.197777777777778","0.266"
"201","0.2001","1","4.151515151515151","0.26599999999999996"
"204","0.2031","1","4.14989898989899","0.27033333333333326"
"205","0.2041","1","4.510909090909091","0.33542857142857135"
"206","0.2051","1","4.02929292929293","0.21599999999999997"
"208","0.2071","1","4.28040404040404","0.25947619047619036"
"207","0.2061","1","4.003434343434344","0.2203333333333334"
"210","0.2091","1","4.11010101010101","0.2843333333333333"
"209","0.2081","1","4.1909090909090905","0.2900952380952381"
"211","0.2101","1","4.183232323232323","0.25473809523809526"
"212","0.2111","1","3.9876767676767675","0.23819047619047623"
"214","0.2131","1","4.1171717171717175","0.2706666666666666"
"213","0.2121","1","4.3121212121212125","0.29466666666666674"
"215","0.2141","1","4.086666666666667","0.2732380952380952"
"216","0.2151","1","3.9985858585858587","0.28573809523809524"
"217","0.2161","1","4.244040404040404","0.27466666666666667"
"218","0.2171","1","4.021414141414142","0.22533333333333339"
"219","0.2181","1","4.1713131313131315","0.2693333333333333"
"220","0.2191","1","4.018383838383838","0.23428571428571424"
"221","0.2201","1","4.088484848484849","0.252"
"223","0.2221","1","4.206262626262626","0.26776190476190476"
"222","0.2211","1","4.096565656565657","0.2379999999999999"
"224","0.2231","1","4.1713131313131315","0.29495238095238085"
"225","0.2241","1","3.8644444444444446","0.19033333333333333"
"227","0.2261","1","3.94","0.2453333333333332"
"226","0.2251","1","4.236767676767677","0.28466666666666657"
"229","0.2281","1","4.18989898989899","0.26349999999999996"
"228","0.2271","1","3.812121212121212","0.18376190476190477"
"231","0.2301","1","3.9474747474747476","0.24476190476190474"
"233","0.2321","1","3.8208080808080807","0.1629999999999999"
"232","0.2311","1","4.037171717171717","0.2493333333333334"
"235","0.2341","1","3.865858585858586","0.2094285714285713"
"234","0.2331","1","4.0335353535353535","0.26709523809523805"
"230","0.2291","1","3.9155555555555557","0.23490476190476184"
"236","0.2351","1","4.046666666666667","0.2342380952380951"
"237","0.2361","1","4.2026262626262625","0.27433333333333326"
"238","0.2371","1","4.16060606060606","0.23199999999999998"
"239","0.2381","1","4.001414141414141","0.20199999999999987"
"240","0.2391","1","3.9042424242424243","0.2246666666666667"
"241","0.2401","1","4.009292929292929","0.24599999999999997"
"242","0.2411","1","4.1713131313131315","0.2659932659932659"
"243","0.2421","1","4.1866666666666665","0.2896666666666667"
"244","0.2431","1","4.034545454545454","0.18933333333333327"
"245","0.2441","1","3.916969696969697","0.1995714285714286"
"247","0.2461","1","4.004646464646465","0.2299523809523808"
"246","0.2451","1","4.022222222222222","0.2320000000000001"
"248","0.2471","1","4.073333333333333","0.2873333333333332"
"251","0.2501","1","3.988888888888889","0.22842857142857143"
"249","0.2481","1","4.057171717171717","0.24328571428571422"
"250","0.2491","1","3.922828282828283","0.21157142857142858"
"252","0.2511","1","3.874747474747475","0.20242857142857143"
"253","0.2521","1","4.1896969696969695","0.2613333333333333"
"254","0.2531","1","3.894343434343434","0.19771428571428568"
"255","0.2541","1","3.922222222222222","0.1983333333333334"
"256","0.2551","1","4.089090909090909","0.24990476190476182"
"257","0.2561","1","4.041414141414141","0.2333333333333333"
"258","0.2571","1","4.025454545454545","0.24247619047619043"
"259","0.2581","1","3.86020202020202","0.2044285714285713"
"261","0.2601","1","4.223030303030303","0.26561904761904753"
"262","0.2611","1","4.021414141414142","0.23780952380952378"
"260","0.2591","1","4.177373737373737","0.27333333333333326"
"263","0.2621","1","4.0919191919191915","0.23299999999999998"
"264","0.2631","1","3.9404040404040406","0.211047619047619"
"265","0.2641","1","3.8292929292929294","0.20880952380952383"
"266","0.2651","1","4.087676767676768","0.2573333333333333"
"267","0.2661","1","3.939191919191919","0.18033333333333332"
"268","0.2671","1","3.9957575757575756","0.2228571428571429"
"269","0.2681","1","3.786060606060606","0.16619047619047614"
"270","0.2691","1","3.843232323232323","0.21133333333333326"
"271","0.2701","1","3.9167676767676767","0.2123333333333334"
"272","0.2711","1","3.8216161616161615","0.19376190476190472"
"273","0.2721","1","3.827272727272727","0.1867619047619047"
"274","0.2731","1","3.8686868686868685","0.16495238095238096"
"275","0.2741","1","3.9416161616161616","0.2532857142857143"
"276","0.2751","1","3.890909090909091","0.2"
"277","0.2761","1","3.7448484848484846","0.14947089947089942"
"279","0.2781","1","3.84989898989899","0.1969761904761904"
"278","0.2771","1","4.114545454545454","0.2883333333333334"
"280","0.2791","1","3.9183838383838383","0.21033333333333332"
"281","0.2801","1","4.033737373737374","0.2578809523809523"
"282","0.2811","1","3.868888888888889","0.20633333333333329"
"283","0.2821","1","3.731313131313131","0.16399999999999995"
"284","0.2831","1","3.985858585858586","0.22142857142857156"
"286","0.2851","1","4.017777777777778","0.2558095238095238"
"285","0.2841","1","3.8216161616161615","0.1858585858585858"
"287","0.2861","1","3.8494949494949493","0.230095238095238"
"288","0.2871","1","3.9416161616161616","0.16938095238095244"
"289","0.2881","1","3.9575757575757575","0.21783333333333332"
"290","0.2891","1","4.063434343434343","0.25795238095238077"
"292","0.2911","1","3.7981818181818183","0.19562289562289556"
"291","0.2901","1","3.898989898989899","0.2436666666666667"
"293","0.2921","1","4.095757575757576","0.2656666666666667"
"296","0.2951","1","3.9016161616161615","0.17478571428571424"
"294","0.2931","1","3.879191919191919","0.19757142857142854"
"297","0.2961","1","3.7804040404040404","0.16880952380952383"
"298","0.2971","1","3.904040404040404","0.21261904761904765"
"295","0.2941","1","3.918989898989899","0.21109523809523809"
"299","0.2981","1","3.9212121212121214","0.20628571428571432"
"300","0.2991","1","3.850909090909091","0.1864761904761905"
"303","0.3021","1","3.8783838383838383","0.2433333333333333"
"301","0.3001","1","3.9717171717171715","0.2148095238095238"
"302","0.3011","1","3.704848484848485","0.1919523809523809"
"304","0.3031","1","3.8884848484848487","0.16499999999999995"
"305","0.3041","1","3.808686868686869","0.1763333333333334"
"306","0.3051","1","3.869090909090909","0.19590476190476178"
"307","0.3061","1","3.922828282828283","0.21599999999999997"
"308","0.3071","1","3.8624242424242423","0.23080952380952385"
"309","0.3081","1","3.8052525252525253","0.1476666666666666"
"310","0.3091","1","3.9337373737373738","0.1943333333333333"
"311","0.3101","1","3.8692929292929295","0.19471428571428573"
"312","0.3111","1","3.8797979797979796","0.1887619047619048"
"313","0.3121","1","3.8555555555555556","0.18380952380952376"
"315","0.3141","1","3.6545454545454548","0.14650793650793648"
"316","0.3151","1","3.7311111111111113","0.17457142857142854"
"314","0.3131","1","3.7145454545454544","0.12303992303992303"
"317","0.3161","1","4.021414141414142","0.254"
"318","0.3171","1","3.9404040404040406","0.2266666666666667"
"319","0.3181","1","3.7595959595959596","0.16657142857142854"
"320","0.3191","1","4.025252525252525","0.23271428571428576"
"321","0.3201","1","4.016161616161616","0.24899999999999992"
"323","0.3221","1","3.749090909090909","0.1582857142857142"
"324","0.3231","1","3.7105050505050503","0.157"
"322","0.3211","1","3.8416161616161615","0.23266666666666658"
"325","0.3241","1","3.7133333333333334","0.1586666666666666"
"327","0.3261","1","3.8505050505050504","0.16961904761904759"
"329","0.3281","1","3.813131313131313","0.17609523809523808"
"326","0.3251","1","3.825858585858586","0.12542857142857136"
"330","0.3291","1","3.726868686868687","0.15111904761904757"
"331","0.3301","1","3.774949494949495","0.17000000000000007"
"328","0.3271","1","3.6226262626262624","0.14083694083694082"
"332","0.3311","1","3.7945454545454544","0.18276190476190476"
"333","0.3321","1","3.946262626262626","0.23514285714285713"
"336","0.3351","1","3.8355555555555556","0.22161904761904747"
"335","0.3341","1","3.783232323232323","0.202605419272086"
"334","0.3331","1","3.6903030303030304","0.159047619047619"
"337","0.3361","1","3.648888888888889","0.13428571428571423"
"338","0.3371","1","3.692121212121212","0.14023809523809525"
"339","0.3381","1","3.736767676767677","0.16123809523809515"
"341","0.3401","1","3.797979797979798","0.13761904761904756"
"340","0.3391","1","3.632323232323232","0.13449999999999995"
"342","0.3411","1","3.6375757575757577","0.12726190476190472"
"344","0.3431","1","3.9234343434343435","0.21976190476190463"
"343","0.3421","1","3.665050505050505","0.1437619047619047"
"345","0.3441","1","3.764040404040404","0.13400673400673394"
"346","0.3451","1","3.744040404040404","0.16782106782106773"
"347","0.3461","1","3.7375757575757578","0.15966666666666662"
"348","0.3471","1","3.6472727272727274","0.12135642135642136"
"349","0.3481","1","3.736767676767677","0.11266666666666664"
"350","0.3491","1","3.7284848484848485","0.16002380952380943"
"351","0.3501","1","3.6935353535353537","0.17776190476190476"
"352","0.3511","1","3.6846464646464647","0.14761111111111108"
"353","0.3521","1","3.8856565656565656","0.22109523809523815"
"354","0.3531","1","3.7733333333333334","0.16847619047619042"
"356","0.3551","1","3.7905050505050504","0.15002380952380953"
"355","0.3541","1","3.8783838383838383","0.22015392015392005"
"357","0.3561","1","3.8270707070707073","0.18414285714285708"
"359","0.3581","1","3.692121212121212","0.1410238095238095"
"358","0.3571","1","3.7824242424242422","0.17795238095238086"
"360","0.3591","1","3.7545454545454544","0.18066666666666664"
"362","0.3611","1","3.771717171717172","0.1931904761904762"
"361","0.3601","1","3.743030303030303","0.16314285714285715"
"363","0.3621","1","3.701616161616162","0.15078571428571425"
"364","0.3631","1","3.6707070707070706","0.153"
"365","0.3641","1","3.701010101010101","0.1300714285714286"
"366","0.3651","1","3.8935353535353534","0.2186190476190477"
"367","0.3661","1","3.7032323232323234","0.1635714285714285"
"368","0.3671","1","3.649090909090909","0.10638095238095235"
"369","0.3681","1","3.682828282828283","0.11814285714285712"
"370","0.3691","1","3.801010101010101","0.1615238095238095"
"371","0.3701","1","3.7535353535353537","0.1563492063492063"
"372","0.3711","1","3.7046464646464647","0.13569047619047617"
"373","0.3721","1","3.6775757575757577","0.13899999999999996"
"374","0.3731","1","3.702020202020202","0.15180952380952378"
"375","0.3741","1","3.657979797979798","0.12095238095238094"
"376","0.3751","1","3.6826262626262625","0.14133333333333326"
"377","0.3761","1","3.6743434343434345","0.15738095238095234"
"378","0.3771","1","3.7004040404040404","0.15747619047619044"
"379","0.3781","1","3.8048484848484847","0.15420875420875416"
"380","0.3791","1","3.6236363636363635","0.10545238095238091"
"382","0.3811","1","3.7222222222222223","0.13847619047619047"
"381","0.3801","1","3.7181818181818183","0.18266666666666662"
"383","0.3821","1","3.667878787878788","0.1294285714285714"
"385","0.3841","1","3.6575757575757577","0.10309523809523805"
"386","0.3851","1","3.623030303030303","0.099"
"387","0.3861","1","3.711313131313131","0.12169047619047618"
"388","0.3871","1","3.7004040404040404","0.13188888888888883"
"384","0.3831","1","3.6654545454545455","0.14014285714285704"
"389","0.3881","1","3.694949494949495","0.18143338143338145"
"390","0.3891","1","3.7274747474747474","0.14399999999999996"
"392","0.3911","1","3.6852525252525252","0.10328571428571422"
"393","0.3921","1","3.634949494949495","0.15983333333333324"
"391","0.3901","1","3.7137373737373736","0.15633333333333327"
"394","0.3931","1","3.7682828282828282","0.20002380952380952"
"395","0.3941","1","3.5395959595959594","0.09469047619047619"
"396","0.3951","1","3.555151515151515","0.09307142857142853"
"397","0.3961","1","3.665050505050505","0.13511904761904756"
"399","0.3981","1","3.7036363636363636","0.15218855218855212"
"398","0.3971","1","3.730909090909091","0.16830952380952374"
"400","0.3991","1","3.7959595959595958","0.1651428571428572"
"401","0.4001","1","3.592323232323232","0.06738095238095237"
"402","0.4011","1","3.6325252525252525","0.14309523809523805"
"403","0.4021","1","3.6672727272727275","0.14671428571428569"
"404","0.4031","1","3.600808080808081","0.10009523809523811"
"405","0.4041","1","3.6636363636363636","0.13628571428571423"
"406","0.4051","1","3.763838383838384","0.1708333333333333"
"407","0.4061","1","3.6365656565656566","0.1046190476190476"
"409","0.4081","1","3.7274747474747474","0.16649999999999998"
"408","0.4071","1","3.6098989898989897","0.12923809523809524"
"410","0.4091","1","3.566060606060606","0.09321789321789321"
"411","0.4101","1","3.664040404040404","0.1210952380952381"
"412","0.4111","1","3.682020202020202","0.17302380952380944"
"413","0.4121","1","3.6751515151515153","0.153"
"414","0.4131","1","3.8434343434343434","0.16252380952380954"
"415","0.4141","1","3.547070707070707","0.08614718614718611"
"416","0.4151","1","3.582020202020202","0.09530952380952379"
"417","0.4161","1","3.685656565656566","0.12461904761904762"
"419","0.4181","1","3.656767676767677","0.14090476190476187"
"418","0.4171","1","3.621010101010101","0.14523809523809517"
"420","0.4191","1","3.7276767676767677","0.17235714285714285"
"421","0.4201","1","3.6094949494949495","0.1225"
"422","0.4211","1","3.627070707070707","0.11545887445887443"
"423","0.4221","1","3.60969696969697","0.10999999999999996"
"424","0.4231","1","3.6163636363636362","0.08823809523809524"
"425","0.4241","1","3.6286868686868687","0.1335238095238095"
"426","0.4251","1","3.5927272727272728","0.11176190476190474"
"427","0.4261","1","3.5616161616161617","0.061999999999999986"
"428","0.4271","1","3.6032323232323233","0.13680952380952374"
"429","0.4281","1","3.5765656565656565","0.1255555555555555"
"430","0.4291","1","3.6191919191919193","0.12838095238095235"
"432","0.4311","1","3.6434343434343432","0.11228571428571424"
"433","0.4321","1","3.674141414141414","0.12773809523809518"
"431","0.4301","1","3.6692929292929293","0.10733333333333331"
"434","0.4331","1","3.6717171717171717","0.17114285714285707"
"435","0.4341","1","3.654949494949495","0.12814285714285706"
"436","0.4351","1","3.643030303030303","0.10428090428090427"
"437","0.4361","1","3.5935353535353536","0.11576190476190475"
"438","0.4371","1","3.7222222222222223","0.16247619047619044"
"439","0.4381","1","3.580808080808081","0.09114285714285712"
"441","0.4401","1","3.558181818181818","0.08514285714285713"
"440","0.4391","1","3.711919191919192","0.1480714285714285"
"443","0.4421","1","3.695353535353535","0.1683020683020683"
"444","0.4431","1","3.655353535353535","0.14761904761904757"
"442","0.4411","1","3.6707070707070706","0.11199999999999997"
"445","0.4441","1","3.5791919191919193","0.08047619047619049"
"446","0.4451","1","3.5331313131313133","0.08869648869648869"
"447","0.4461","1","3.683838383838384","0.15722222222222218"
"448","0.4471","1","3.589090909090909","0.11228571428571427"
"449","0.4481","1","3.672323232323232","0.12152575315840616"
"450","0.4491","1","3.648282828282828","0.14347619047619042"
"451","0.4501","1","3.64020202020202","0.10523809523809521"
"453","0.4521","1","3.5947474747474746","0.11952380952380944"
"452","0.4511","1","3.577777777777778","0.07114285714285715"
"454","0.4531","1","3.6715151515151514","0.12966666666666662"
"455","0.4541","1","3.6274747474747473","0.12616666666666668"
"457","0.4561","1","3.577171717171717","0.09700000000000002"
"458","0.4571","1","3.6357575757575757","0.08661904761904764"
"456","0.4551","1","3.819191919191919","0.17347619047619056"
"459","0.4581","1","3.601010101010101","0.10961904761904759"
"460","0.4591","1","3.5616161616161617","0.10740740740740738"
"461","0.4601","1","3.6004040404040403","0.08928571428571429"
"462","0.4611","1","3.663030303030303","0.12466666666666659"
"465","0.4641","1","3.507070707070707","0.05048100048100048"
"464","0.4631","1","3.643838383838384","0.1123376623376623"
"467","0.4661","1","3.5503030303030303","0.07666666666666666"
"463","0.4621","1","3.5945454545454547","0.11702380952380946"
"468","0.4671","1","3.5773737373737373","0.08427128427128425"
"466","0.4651","1","3.697171717171717","0.1323333333333333"
"469","0.4681","1","3.537777777777778","0.0833092833092833"
"470","0.4691","1","3.5836363636363635","0.10085714285714281"
"471","0.4701","1","3.5856565656565658","0.08047619047619048"
"473","0.4721","1","3.611919191919192","0.06599326599326598"
"474","0.4731","1","3.6462626262626263","0.11095238095238091"
"472","0.4711","1","3.788686868686869","0.15566666666666665"
"476","0.4751","1","3.597171717171717","0.08766666666666666"
"475","0.4741","1","3.6614141414141415","0.11723809523809518"
"477","0.4761","1","3.4876767676767675","0.07135714285714286"
"478","0.4771","1","3.567878787878788","0.09057936507936504"
"479","0.4781","1","3.553737373737374","0.09966666666666665"
"480","0.4791","1","3.634949494949495","0.11261904761904758"
"481","0.4801","1","3.578989898989899","0.09621428571428568"
"482","0.4811","1","3.5654545454545454","0.07828571428571428"
